,movieName,movieYear,songName,songSinger,songMusic,songLyricist,songLyrics
318,Detective Byomkesh Bakshy ,2015,Calcutta Kiss,"Saba Azad, Imaad Shah",Madboy,Madboy,"Do you know what time it is?
Donâ€™t know what time it is?
Donâ€™t care what time it is?
Coz its time for cal Calcutta kiss

We know what time it is?
Donâ€™t know what time it is?
Donâ€™t care what time it is?
Coz its time for Calcutta kiss

Woh saala bola yeh le charas ka tola
Chhod de kurta jhola
Bhaai lagta hai tu bhola
Aakhiri raat tedhi baat
Khaali botal tere hath
Para ra, para ra, para ra

Feeling so blue
Feeling so blue and yellow
Feeling so blue
Coz its my time tell us

Do you know what time it is?
Donâ€™t know what time it is?
Donâ€™t care what time it is?
Coz its time for cal Calcutta kiss

We know what time it is?
Donâ€™t know what time it is?
Donâ€™t care what time it is?
Coz its time for Calcutta kiss

Listen Tom kahan the aap
Fizool gaye the char minaar
Ulta chashma angoothe chhap
Kyun chalaaye vilaayati car
Beta thi badi makkar
Tina ki chakku ki dhaar
Lut gaye, pit gaye, choddo yaar!

Feeling so blue
Feeling so blue and yellow
Feeling so blue
Coz its my time tell us

Meri jaan tu aasman se
Utar ke jayega kahaan
Meri jaan raat ko nikla aawara
Par dhaaye dhaaye jab goliyan chalin
Dar gaya bechara

Do you know what time it is?
Donâ€™t know what time it is?
Donâ€™t care what time it is?
Coz its time for cal Calcutta kiss

We know what time it is?
Donâ€™t know what time it is?
Donâ€™t care what time it is?
Coz its time for Calcutta kiss
"
319,Devdas ,2002,More Piya,"Jaspindar Narula, Shreya Ghoshal",Ismail Darbar,Sameer,"Aye more More piya

Aasman ki baahon mein
Chaand akela thehra tha
Hey.. hey.. hey.. hey..
Raat ki jawani pe
Chandni ka pehra tha
Hey.. hey.. hey.. hey..

Hey.. runjhun runjhun hawa ka jhonka
Ujali ujali raat
Taaron ki doli mein aayi
Jhilmilati jugnu ki baraat
Sabke hothon pe thehri thi aake koi baat
Dhol manjeere bajne lage
Padi dafli par thaap
Aur thumak thumak kar
Naach rahi thi meri Radha pyari
Ha! thumak thumak kar
Naach rahi thi meri Radha pyari
Jaane kahan se raas rachaane
Aaya chhaila girdhaari
More piya! darta hai dekho mora jiya ho
Ho o more piya!
Darta hai dekho mora jiya ho
Haan..

More piya..
Hey.. hey.. hey.. hey..
Hey.. hey.. hey.. hey..
Hey...

Na bahiyan dharo aati hai mujhe sharam
Haan chhod do tum ko hai meri kasam
Na.. zid na karo, jaane do mujhe balam
Dekho doongi main gaari
O baanwre chalo hato sataao na more piya
More piya darta hai dekho mora jiya
Ho o.. more piya darta hai dekho mora jiya
More piya...

[Kare Krishna raas Radha ke sang] x 2
Jamuna ke teer baaje mridang
[Kare Krishna raas Radha ke sang] x 3
Adharon pe geet man mein umang
[Kare Krishna raas Radha ke sang] x 3
Saanson mein pyaas tan mein tarang
[Kare Krishna raas Radha ke sang] x 3
Ise dekh dekh duniya hai dang
[Kare Krishna raas Radha ke sang] x 9
"
320,Devdas ,2002,Bairi Piya,"Udit Narayan, Shreya Ghoshal",Ismail Darbar,Nusrat Badr,"Ish.. ish..

Ta ta tara ta tara ta tara tara ta..

Bairi piya bada bedardi ish..
Ho.. bairi piya bada bedardi
Dil ka dard na jaane
Saudaai, harjaayi, zulmi Ram duhai
Kaise kahoon, kaase kahoon haaye Ram
Dil ka dard na jaane na jaane
Na jaane, na jaane jaane jaane haaye
Bairi piya bada re bedardi
Ho ho.. bairi piya bada be ish..

Tu door jo thaa to paas hi thaa
Ab paas hai to door hai kyun
Na jaane jaane jaane jaane jaane
Tu door jo thaa to paas hi thaa
Ab paas hai to door hai kyun
Haan.. paas to aa pehna bhi de yeh kangna
Na sata ab maan bhi le yeh kehna
Kaise kahoon, kaase kahoon Ram
Kangna kehna na maane
Na maane, na maane, na maane
Yeh kangna bada bedardi
Ho.. yeh kangna bada bedardi
Kangna kehna na maane
Deewana awara sangdil Ram duhai

Ab maan bhi jao na.. na na na na
Tum paas to aao na..
Haan haan re haan haan
Behki behki baaton mein teri
Dheere dheere aane lagi
Jugnu ne mujh se kaha
Aisa hai yeh tera piya
Le hi jaayega tera jiya
Ha pyari pyari baaton pe teri
Chandni bhi hansne lagi
Taare muskurane lage, hawa gungunane lagi
Aasman bhi jhoom utha
Kaise kahoon, kaase kahoon
Haaye Ram Ram Ram Ram Ram
Pagla itna na jaane
Na jaane, na jaane, na jaane haaye

Ish.. ish..
"
321,Dhaai Akshar Prem Ke ,2000,O Mere Rabba Dil Kyon Banaya,"Anuradha Paudwal, Kay Kay","Jatin, Lalit",Sameer,"O mere rabba dil kyon banaya
Tanhaayi se tadapna kyon sikhaya

O mere rabba dil kyon banaya
Tanhaayi se tadapna kyon sikhaya
Kaisi hai teri khudaai
Koi sune na duhaai
Ho gayi kya khata lut gaye
Ho gayi kya khata lut gaye..
O mere rabba dil kyon banaya
Tanhaayi mein tadapna kyon sikhaya

Kaun hai dil ke paas jo dhadkanein sun raha
Door se meri maang mein chandni bun raha..
Beete hue lamhe yaad na kar
Aye ishq hamein barbaad na kar
Ashkon ke samandar sookh gaye
Ab milne ki fariyaad na kar
Dard ka aalam thehra
Dor talak hai sehra
Pyaar ke har nishaan mit gaye
Ho gayi kya khata lut gaye
O mere rabba dil kyon banaya
Tanhaayi se tadapna kyon sikhaya

Ho.. ho..

Jism to bejaan hai tere bin, tere bin
Roshni se hain juda mere din, mere din
Dil woh nagar hai jo basta nahin ujad ke
Pachhtayega ya Rab tu yeh basti ujaad ke
Kabhi ranjish, kabhi shikve
Kabhi mannat, kabhi naale
Kiya na ishq tu kaise bhala is dard ko jaane
Chot jigar ne khaayi
Hothon tak aah na aayi
Chaahaton ke diye bujh gaye
Ho gayi kya khata lut gaye

O mere rabba dil kyon banaya
Tanhaayi se tadapna kyon sikhaya
Kaisi hai teri khudaai
Koi sune na duhaai
Ho gayi kya khata lut gaye
Ho gayi kya khata lut gaye..
O mere rabba dil kyon banaya
Tanhaayi mein tadapna kyon sikhaya
"
322,Dhaai Akshar Prem Ke ,2000,Do Lafzon Mein,"Babul Supriyo, Anuradha Paudwal","Jatin, Lalit",Arun Bhairav,"Aa..

Do lafzon mein likh di
Maine apni prem kahani
Tu mere dil ka raja ban ja
Main tere dil ki rani

Do lafzon mein likh di
Maine apni prem kahani
Tu mere dil ka raja ban ja
Main tere dil ki rani

Jeeta tha pehle bhi magar yoon tha lagta
Jeene mein shayad kahin kuchh kami hai
Mile hum to jana dil ne bhi mana
Tu hi sanam meri aashiqui hai..
Kabhi hona na juda, kabhi hona na khafa
Kabhi hona na juda, kabhi hona na khafa
Bhola bhala dil jo mera kar baithe nadani
Tu mere dil ka raja ban ja
Main tere dil ki rani

Do lafzon mein likh di
Maine apni prem kahani
Main tere dil ka raja ban gaya
Main tere dil ki rani

O.. aa..
Mujhe apne rang mein rang ke deewani
Jisne banaayi woh teri nazar hai
Hone lagi main khud se begaani
Sanam tere pyaar ka kaisa asar hai
Kabhi hona na juda, kabhi hona na khafa
Kabhi hona na juda, kabhi hona na khafa
Dil deewana, deewane ne kab kiski hai maani
Main tere dil ka raja ban gaya
Main tere dil ki rani

Do lafzon mein likh di
Maine apni prem kahani
Tu mere dil ka raja ban ja
Main tere dil ki rani
Main tere dil ka raja ban gaya
Main tere dil ki rani

O... aa...
O... aa...
"
323,Dhan Daulat ,1980,Jeena Kya Aji Pyaar Bina,"Asha Bhosle, Kishore Kumar",R. D. Burman,Majrooh Sultanpuri,"Jeena kya aji pyaar bina
Jeevan ke yehi chaar dina
Jeena kya aji pyaar bina
Jeevan ke yehi chaar dina
Dhan daulat bina chale magar
Zindagi na chale yaar bina

Mili duniya to maza hai ke mile dil bhi
Bindiya bhi chamke to baje payal bhi
Mili duniya to maza hai ke mile dil bhi
Bindiya bhi chamke to baje payal bhi

Jeena kya aji pyaar bina
Jeevan ke yehi chaar dina
Dhan daulat bina chale magar
Zindagi na chale yaar bina

Mili duniya to maza hai ke mile dil bhi
Bindiya bhi chamke to baje payal bhi ha aa
Jeena kya aji pyaar bina
Jeevan ke yehi chaar dina

Sapne poore huye aaj, din firte nahi deri
Sun o mere hasin aaj ek tuhi nahi
Saari dunia hai meri

Ho sapne poore huye aaj, din firte nahi deri
Sun o mere hasin aaj ek tuhi nahi
Sari dunyia hai meri
Aa mili duniya to maza hai ke mile dil bhi
Bindiya bhi chamke to baje payal bhi
Mili duniya to maza hai ke mile dil bhi
Bindiya bhi chamke to baje payal bhi

Jeena kya aji pyaar bina
Jeevan ke yehi chaar dina
Dhan daulat bina chale magar
Zindagi na chale yaar bina

Sone chaandi ka woh dil kya
Jo na dil ke kaam aaye
Yahan to teri kasam
Pyaar walon mein sanam
Apna pehla naam aaye

Ho sone chaandi ka woh dil kya
Jo na dil ke kaam aaye
Yahan to teri kasam
Pyaar walon mein sanam
Apna pehla naam aaye
Ho mili duniya to maza hai ke mile dil bhi
Bindiya bhi chamke to baje payal bhi

Jeena kya aji pyaar bina
Jeevan ke yehi chaar dina
Dhan daulat bina chale magar
Zindagi na chale yaar bina

O mili duniya to maza hai ke mile dil bhi
Bindiya bhi chamke to baje payal bhi
Jeena kya aji pyaar bina
Jeevan ke yehi chaar dina
Dhan daulat bina chale magar
Zindagi na chale yaar bina
"
324,Dharam Veer ,1977,Saat Ajoobe Is Duniya Mein,"Mohammad Rafi, Mukesh","Laxmikant, Pyarelal",Anand Bakshi,"Saat ajoobe is duniya mein aathvin apni jodi
Saat ajoobe is duniya mein aathvin apni jodi
Arre tode se bhai toote na
Yeh Dharam Veer ki jodi

Saat ajoobe is duniya mein aathvin apni jodi
Saat ajoobe is duniya mein aathvin apni jodi
Arre tode se bhai toote na
Yeh Dharam Veer ki jodi

Koi tujhko de awaaz to main boloon
Koi tujhe pukare to main lab kholoon
Koi tujhko de awaaz to main boloon
Koi tujhe pukare to main lab kholoon
Kya jeena aur kya mar jana
Aisa hota hai yaarana
Arre chhodi yaaron ne duniya
Par yaar ki baanh na chhodi

Yeh ladki hai ya resham ki dor hai
Kitna gussa hai kitni munh-zor hai
Yeh ladki hai ya resham ki dor hai
Kitna gussa hai kitni munh-zor hai
Dheela chhod na dena hans ke
Rakhna dost lagaamein kas ke
Arre mushkil se kaabu mein aaye
Ladki ho ya ghodi

Saat ajoobe is duniya mein aathvin apni jodi
Arre tode se bhai toote na
Yeh Dharam Veer ki jodi

Dukh sukh ke hum saathi hain yeh vaada hai
Apna jo kuchh hai sab aadha aadha hai
Dukh sukh ke hum saathi hain yeh vaada hai
Apna jo kuchh hai sab aadha aadha hai
Jo yeh sachcha vaada hai to
Sab kuchh aadha aadha hai to
Arre raani maan se mujhko bhi
Mamta mil jaaye thodi

Saat ajoobe is duniya mein aathvin apni jodi
Saat ajoobe is duniya mein aathvin apni jodi
Arre tode se bhai toote na
Yeh Dharam Veer ki jodi
"
325,Dharmatma ,1975,Kya Khoob Lagti Ho,"Mukesh, Kanchan","Kalyanji, Anandji",Indeevar,"Kya khoob lagti ho, badi sundar dikhti ho
Kya khoob lagti ho, badi sundar dikhti ho
Phir se kaho, kehte raho achchha lagta hai
Jeevan ka har sapna ab sachcha lagta hai
Kya khoob lagti ho, badi sundar dikhti ho
Kya khoob lagti ho, badi sundar dikhti ho

Tareef karoge kab tak, bolo kab tak
Mere seene mein saans rahegi jab tak
Kab tak main rahoongi man mein, haan man mein
Sooraj hoga jab tak neel gagan mein
Phir se kaho, kehte raho achchha lagta hai
Jeevan ka har sapna ab sachcha lagta hai
O kya khoob lagti ho, badi sundar dikhti ho
Tum pyaar se pyari ho, tum jaan hamaari ho

Khush ho na mujhe tum pa kar, mujhe pa kar
Pyase dil ko aaj mila hai sagar
Kya dil mein hai aur tamanna, hai tamanna
Har jeevan mein tum mere hi banana
Phir se kaho, kehti raho achchha lagta hai
Jeevan ka har sapna ab sachcha lagta hai
O kya khoob lagti ho, badi sundar dikhti ho
Tum pyaar se pyare ho, tum jaan hamaari ho
Tum pyaar se pyare ho, tum jaan hamaari ho
"
326,Dhoom 2 ,2006,Dhoom Again,"Vishal Dadlani, Dominique Cerejo",Pritam Chakraborty,Sameer,"Dhoom again and 
Run away with me on a roller coaster ride
Dhoom again and 
See your wildest dreams slowly come alive
Dhoom again we gotta 
Break the rules and party all the time
Dhoom again we gotta steal the show 
You know that ain't no crime
So steal all that you can
The magic you began
Let's shout! Break out!
Come on once again let's hear it

Dhoom machale [machale..]
Once more come on you people
Dhoom machale, Dhoom machale
Dhoom machale, Dhoom machale 
Dhoom machale, Dhoom machale
Dhoom...

Dhoom machale, Dhoom machale
Dhoom machale, Dhoom machale 
Dhoom machale, Dhoom machale
Dhoom...

Dhoom again and 
Feel the beat of the rythm, rythm of the night
Dhoom again and 
Hear the voices calling creatures of the night
Dhoom again and 
See the shadows dancin' in the pale moon light
Dhoom again and 
Feel your heartbeat pumpin' now the time is right
So go walk out the door
Get down get on the floor
Let's shout! Break out!
Come on once again let's hear it

Dhoom machale, Dhoom machale
Dhoom machale, Dhoom machale 
Dhoom machale, Dhoom machale
Dhoom...
Dhoom Dhoom Dhoom Once again

Dhoom machale, Dhoom machale
Dhoom machale, Dhoom machale 
Dhoom machale, Dhoom machale
Dhoom...
Dhoom Dhoom Dhoom c'mon everybody shout

And when love comes your way
You'll know it's here to stay
You'll steal the chance
Cause you're the thief of hearts yeah
You'll win with just a glance
Walk away with your romance
There's no more, there's no backin' out now

Dhoom again and 
Make the whole world crazy set your spirit free
Dhoom again and 
Take a break right now come celebrate with me
Dhoom again 
Cause all I wanna do is steal the show somehow
Dhoom again 
Cause all I wanna say is hey the time is now
Let nothing getcha' down
Go out and paint the town
Let's shout! Break out! 
Come on once again let's here it

Dhoom machale Dhoom machale
Dhoom machale Dhoom machale
Dhoom machale Dhoom machale 
Dhoooooom 

Dhoom once again

Dhoom machale, Dhoom machale
Dhoom machale, Dhoom machale 
Dhoom machale, Dhoom machale
Dhoom...
Dhoom Dhoom Dhoom Once again

Dhoom machale, Dhoom machale
Dhoom machale, Dhoom machale 
Dhoom machale, Dhoom machale
Dhoom...
Dhoom Dhoom Dhoom c'mon once again
Dhoom machale.. machale.. machale..
"
327,Dhoom 2 ,2006,Dil Laga Na,"Mahalakshmi Iyer, Soham Chakrabarthy, Jolly Mukherjee, Suzzanne Dmello, Sukhbir",Pritam Chakraborty,Sameer,"Dil laga [All I wanna do what?]
Dil jala [I wanna Dhoom Dhoom Dhoom]
Dil laga [All I wanna do what?]
Dil jala [I wanna Dhoom Dhoom Dhoom]

Dil laga na diljale se dil jal jaayega
Ishq kar na ishq hi tujhe tadpaayega
Dil laga na diljale se dil jal jaayega
Ishq kar na ishq hi tujhe tadpaayega
Koi yeh maane na, koi yeh jaane jan
Maine to jana hai, ishq leta hai jaan

Dhoom Dhoom just take my life
Dhoom Dhoom just break my heart
Dhhom Dhoom just tear apart
Oye phir kudi bachke
Dil phenke chak de

Dhoom Dhoom just take my life
Dhoom Dhoom just break my heart
Dhhom Dhoom just tear apart
Aa lele tu meri jaan 
Just freak out

Dhoom Dhoom [All I wanna do what?]
Dhoom Dhoom [I wanna Dhoom Dhoom Dhoom]
Dhoom Dhoom [All I wanna do what?]
Dhoom Dhoom [I wanna Dhoom Dhoom Dhoom]

Yeh ishq hai rab ki dua
Yeh ishq to sabko hua
Yeh junoon hai, nasha hai 
Sukun hai, maza hai 
Dilon ki sada hai 
Yeh tu jaan le..

O yeh love hai forever
Yeh love chhoote never
Yeh love for you dilbar
Meri maan le

Koi yeh maane na, koi yeh jaane jan
Maine to jana hai, ishq leta hai jaan
Dhoom Dhoom just take my life
Dhoom Dhoom just break my heart
Dhhom Dhoom just tear apart
Aa lele tu meri jaan 

Kiska pata yeh pal na ho
Jo aaj hai kal na ho
O yeh love takes you higher
Yeh love hai desire
Yeh love to hai fire
Yeh love takes you far
Yeh jala de bhijha de
Bana de mita de
Wafa de daga de
Yeh hai ek sazaa..

Koi yeh maane na, koi yeh jaane jan
Maine to jana hai, ishq leta hai jaan
Dhoom Dhoom just take my life
Dhoom Dhoom just break my heart
Dhhom Dhoom just tear apart
Aa lele tu meri jaan

Dil laga, dil jala
Dil laga, dil jala

Dil laga na diljale se dil jal jaayega
Ishq kar na ishq hi tujhe tadpaayega
Koi yeh maane na, koi yeh jaane jan
Maine to jana hai, ishq leta hai jaan

Dhoom Dhoom just take my life
Dhoom Dhoom just break my heart
Dhhom Dhoom just tear apart
Oye phir kudi bachke
Dil phenke chak de

Dhoom Dhoom just take my life
Dhoom Dhoom just break my heart
Dhhom Dhoom just tear apart
Aa lele tu meri jaan

Dhoom Dhoom 
Dhoom Dhoom 
Dhoom Dhoom 
Dhoom Dhoom
"
328,Dhoom 2 ,2006,Touch Me,"Alisha Chinoy, Kay Kay",Pritam Chakraborty,Sameer,"[Oooh.. Baby] x 6

Teekhi teekhi teri aankhiyan
Chhoo ke, chhoo ke behkaati hain
Dekh-dekh na yun mujhko
Hosh-hosh le jaati hain

Teekhi teekhi teri aankhiyan
Chhoo ke, chhoo ke behkaati hain
Dekh-dekh na yun mujhko
Hosh-hosh le jaati hain
Deewana dil kaheen kho jaaye na
Hamse khata koi ho jaaye na
Touch me, don't touch me
Don't touch me soniyo
Touch me, don't touch me
Don't touch me soniyo

Arre chhod-chhod meri raahon ko
Tauba-tauba darr lagta
Aisi-vaise teri baaton se
Ishq visq sa jagtaa hai

Arre chhod-chhod meri raahon ko
Tauba-tauba darr lagta
Aisi-vaise teri baaton se
Ishq visq sa jagtaa hai
Deewana dil kaheen kho jaaye na
Hamse khata koi ho jaaye na
Touch me, don't touch me
Don't touch me soniya
Touch me, don't touch me
Don't touch me soniya

Ooo... Ooo... 
[Oooh.. Baby] x 3

Roke na ruke mere yeh kadam
Toote na kaheen jana har kasam..
Rehne de zara thoda faasla
Paagalpan karein mann hai manchala haan..
Deewana dil kaheen kho jaaye na
Hamse khata koi ho jaaye na
Touch me, don't touch me
Aah touch me soniyo
Touch me, aah touch me
Aah touch me soniyo

Na main hosh mein, na tu hosh mein
Behke na kaheen donon josh mein hey..
Seene mein kaheen shola sa jale
Yaara Ishq pe kis ka bas chale hey..
Deewana dil kaheen kho jaaye na
Hamse khata koi ho jaaye na
Touch me, don't touch me
Aa touch me soniya
Touch me, don't touch me
Aa touch me soniya

Teekhi teekhi teri aankhiyan
Chhoo ke, chhoo ke behkaati hain
Dekh-dekh na yun mujhko
Hosh-hosh le jaati hain
Chhod-chhod meri raahon ko
Tauba-tauba darr lagta
Aisi-vaise teri baaton se
Ishq visq sa jagtaa hai
Deewana dil kaheen kho jaaye na
Hamse khata koi ho jaaye na

Touch me, don't touch me
Come touch me, don't touch me
Come touch me soniya

Touch me, don't touch me
Aah touch me soniya
Touch me, don't touch me
Aa touch me soniya
Touch me, don't touch me
Aa touch me soniya
"
329,Dhoom 2 ,2006,Crazy Kiya Re,Sunidhi Chauhan,Pritam Chakraborty,Sameer,"[She is sexy]

Sexy lady on the floor
Keep you coming back for more
Sexy lady on the floor
Keep you coming back for more

Chori chori kiya re, dil yeh dil liya re..
Chori chori kiya re, dil yeh dil liya re..
Jaadu se jaadu kiya re, kiya re..
Jaagi soyi rahoon, khoi khoi rahoon
Uski yaadon mein, uske khwabon mein
Jhoome jiya re...

Crazy kiya re
Crazy kiya re
Crazy kiya re
Ho crazy! crazy kiya re

Crazy kiya re
Crazy kiya re
Crazy kiya re
Ho crazy! crazy kiya re...

Na usko pata, na uski khata
Main us pe mar gayi, zara usko bata
Na usko pata, na uski khata
Main us pe mar gayi, zara usko bata
Dheere dheere ikrar mein
Kabhi kabhi intezar mein
Uske hi pyaar mein, jhoome jiya re..

Crazy kiya re
Crazy kiya re
Crazy kiya re
O crazy! crazy kiya re...

Main yahaan bhi gayi, main wahaan bhi gayi
Socha pal pal use, main jahaan bhi gayi
Main yahaan bhi gayi, main wahaan bhi gayi
Socha pal pal use, main jahaan bhi gayi
Din ho ya raat ho, wo mere sath ho
Jab uski baat ho, jhoome jiya re..

Crazy kiya re
Crazy kiya re
Crazy kiya re
O crazy! crazy kiya re...

Sexy lady on the floor
Keep you coming back for more

Chori chori kiya re, dil yeh dil liya re..
Chori chori kiya re, dil yeh dil liya re..
Jaadu se jaadu kiya re, kiya re..
Jaagi soyi rahoon, khoi khoi rahoon
Uski yaadon mein, uske khwabon mein
Jhoome jiya re...

Crazy kiya re
Crazy kiya re
Crazy kiya re
Ho crazy! crazy kiya re...

Crazy kiya re
Crazy kiya re
Crazy kiya re
Ho crazy! crazy kiya re...
"
330,Dhoom 3 ,2013,Kamli,Sunidhi Chauhan,Pritam Chakraborty,Amitabh Bhattacharya,"Main rutthiya yaar manawangi
Har chilman phoonk jalawangi
Jad patthar ranjha pighleda
Tad main Kamli kehlawangi
Tad main kamli kehlawangi

Mere maahiya sanam jaanam
Kive kariya nami daanam
Shab ghuzri te jag soya
Ni main jagya nami daanam

Mere maahiya sanam jaanam
Kive kariya nami daanam
Shab ghuzri te jag soya
Ni main jagya nami daanam

Ni main kamli kamli
Ni main kamli kamli
Ni main kamli kamli mere yaar di

Ni main kamli kamli
Ni main kamli kamli
Ni main kamli kamli mere yaar di

Chheel dil ko kar gaya 
Tu dariya dariya mere yaara
Ankhiyan de mohalle mein
Har shaam tera aalam
Shab ghuzri te jag soya
Ni main jagya nami daanam

Mere maahiya sanam jaanam
Kive kariya nami daanam
Shab ghuzri te jag soya
Ni main jagya nami daanam

Main to pehan safa kesariya
Jugni jogan ban jaaoon
Surme de kaale jaadu se
Keh to jog bhulaaoon
Ni main kamli kamli
Ni main kamli kamli

Main to sehar di thandi shabnam haan
Gulshan ka itar churaaoon
Rukh badloon to sailaab hoon main
Parbat bhi cheer dikhaaoon

Ni main kamli kamli
Ni main kamli kamli
Ni main kamli kamli mere yaar di

Bekhudi mein tu khudi ka 
Zariya zariya mere yaara
Zhangar mein sitaaron ko
Chanwarga tu yaaram
Shab ghuzri te jag soya aa.. aa..
Ni main jagya nami daanam

Mere maahiya sanam jaanam
Kive kariya nami daanam
Shab ghuzri te jag soya
Ni main jagya nami daanam

Ni main kamli kamli
Ni main kamli kamli
Ni main kamli kamli mere yaar di

Ni main kamli kamli
Ni main kamli kamli
Ni main kamli kamli mere yaar di

Ni main kamli kamli..
Ni main kamli kamli..
Ni main kamli kamli..
Ni main kamli kamli
Ni main kamli kamli mere yaar di

Ni main kamli kamli
Ni main kamli kamli
Ni main kamli kamli mere yaar di
Kamli.. Kamli.. Kamli.. Kamli..
"
331,Dhoom 3 ,2013,Malang,"Siddharth Mahadevan, Shilpa Rao",Pritam Chakraborty,,"Ishq labon pe, ishq dua me
Zism me, rooh me ishq rawan
Rawan, rawan, rawan
Ishq nazar me, ishq bashar me
Aks me, raqs me ishq-e-nishan
Nishan, nishan, nishan

Dum Malang malang dum dum malang malang
Malang malang dum dum malang malang
Malang malang dum ishq
Ishq hai malang mera x (2)

Ishq hai awara, ishq hai banjara
Ishq hai anghara
Rehta hai, behta hai
Yeh ishq sadiyon mein
Ishq me mit jaaoon
Ishq me beh jaaoon
Ishq me ho jaaoon fanna
Fanna, fanna, fanna

Dum malang malang dum dum malang malang
Malang malang dum dum malang malang
Malang malang dum ishq
Ishq hai malang mera x (2)

Meri mannato me, meri jannato me
Tera hi tera shumar hai
Meri chahato pe, meri rahato pe
Tera hi tera khumar hai
Malang malang main
Tere hi liye hu malang main

Meri ulfato me, meri shiddato me
Sajdo me tera hi nur hai
Teri bekhudi me, teri dilqashi me
Teri bandagi me dil choor hai
Malang malang main
Tere hi liye hun malang main

Main yahan wahan jaaoon
Jahan dar-badar badar
Tere liye rahti hoon be-sabar sabar
Teri be-qaraariyome ishq
Ishq hai malang mera

Dum malang malang dum dum malang malang
Malang malang dum dum malang malang
Malang malang dum ishq
Ishq hai malang mera x (3)
"
